Date : 2025-03-17 21:08:36
Directory : /home/andrew/osdev
Total : 70 files,  7121 codes, 1023 comments, 1469 blanks, all 9613 lines

Languages
+---------------+------------+------------+------------+------------+------------+
| language      | files      | code       | comment    | blank      | total      |
| /home/andrew/osdev/src/ps2/ps2.c                   | C             |          1 |          0 |          0 |          1 |
| /home/andrew/osdev/src/ps2/ps2.h                   | C++           |          0 |          0 |          1 |          1 |
| /home/andrew/osdev/src/sound/pcspkr.c              | C             |         32 |          0 |         10 |         42 |
| /home/andrew/osdev/src/sound/pcspkr.h              | C++           |         11 |          0 |          3 |         14 |
| /home/andrew/osdev/src/time/time.c                 | C             |        168 |          8 |         30 |        206 |
| /home/andrew/osdev/src/time/time.h                 | C++           |         24 |          0 |         11 |         35 |
| /home/andrew/osdev/src/userland/shell.c            | C             |        280 |         14 |         35 |        329 |
| /home/andrew/osdev/src/vfs/vfs.c                   | C             |        334 |         45 |         58 |        437 |
| /home/andrew/osdev/src/vfs/vfs.h                   | C             |         73 |          7 |         15 |         95 |
| Total                                              |               |      7,121 |      1,023 |      1,469 |      9,613 |
+----------------------------------------------------+---------------+------------+------------+------------+------------+
